DISTRITO,TECNOLOGÍA,RANGO_VELOC_BAJADA,EMPRESA
SAN ISIDRO,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
SAN ISIDRO,Fibra Óptica,8 Mbps <= BW < 16 Mbps,NEXTNET S.A.C.
SAN ISIDRO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,NEXTNET S.A.C.
SAN ISIDRO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
SAN ISIDRO,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
SAN JUAN DE LURIGANCHO,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
SAN JUAN DE LURIGANCHO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,NEXTNET S.A.C.
SAN JUAN DE LURIGANCHO,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
SAN JUAN DE MIRAFLORES,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
SAN JUAN DE MIRAFLORES,Fibra Óptica,4 Mbps <= BW < 8 Mbps,NEXTNET S.A.C.
SAN JUAN DE MIRAFLORES,Fibra Óptica,30 Mbps <= BW < 50 Mbps,NEXTNET S.A.C.
SAN MARTIN DE PORRES,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
SAN MARTIN DE PORRES,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
SAN MIGUEL,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
SANTA ANITA,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
SANTA MARIA DEL MAR,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
SANTA MARIA DEL MAR,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
SANTA ROSA,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
SANTA ROSA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
SANTIAGO DE SURCO,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
SANTIAGO DE SURCO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
SANTIAGO DE SURCO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
SANTIAGO DE SURCO,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
SURQUILLO,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
SURQUILLO,Fibra Óptica,8 Mbps <= BW < 16 Mbps,NEXTNET S.A.C.
SURQUILLO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,NEXTNET S.A.C.
SURQUILLO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,NEXTNET S.A.C.
SURQUILLO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
SURQUILLO,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
VILLA EL SALVADOR,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
VILLA EL SALVADOR,Fibra Óptica,16 Mbps <= BW < 30 Mbps,NEXTNET S.A.C.
VILLA EL SALVADOR,Fibra Óptica,30 Mbps <= BW < 50 Mbps,NEXTNET S.A.C.
VILLA EL SALVADOR,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
VILLA EL SALVADOR,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
VILLA MARIA DEL TRIUNFO,Fibra Óptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
VILLA MARIA DEL TRIUNFO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NEXTNET S.A.C.
VILLA MARIA DEL TRIUNFO,Fibra Óptica,BW >= 200 Mbps,NEXTNET S.A.C.
CHORRILLOS,Fibra Óptica,30 Mbps <= BW < 50 Mbps,NOVACLOUD S.A.C.
LIMA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NOVACLOUD S.A.C.
SAN BORJA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,NOVACLOUD S.A.C.
SAN ISIDRO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,NOVACLOUD S.A.C.
SAN ISIDRO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NOVACLOUD S.A.C.
SAN JUAN DE LURIGANCHO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,NOVACLOUD S.A.C.
SAN MIGUEL,Fibra Óptica,BW >= 200 Mbps,NOVACLOUD S.A.C.
PUENTE PIEDRA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,NOVO TELCO SOLUTIONS S.A.C.
PUENTE PIEDRA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,NOVO TELCO SOLUTIONS S.A.C.
PUENTE PIEDRA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NOVO TELCO SOLUTIONS S.A.C.
PUENTE PIEDRA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NOVO TELCO SOLUTIONS S.A.C.
ANCON,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
ANCON,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
ANCON,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
ATE,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
ATE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
ATE,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
CARABAYLLO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
CARABAYLLO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
CARABAYLLO,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
CHACLACAYO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
CHACLACAYO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
CHACLACAYO,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
COMAS,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
COMAS,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
COMAS,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
EL AGUSTINO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
EL AGUSTINO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
EL AGUSTINO,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
INDEPENDENCIA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
INDEPENDENCIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
INDEPENDENCIA,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
LIMA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
LIMA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
LIMA,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
LOS OLIVOS,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
LOS OLIVOS,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
LOS OLIVOS,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
LURIGANCHO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
LURIGANCHO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
LURIGANCHO,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
PUENTE PIEDRA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
PUENTE PIEDRA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
PUENTE PIEDRA,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
RIMAC,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
RIMAC,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
RIMAC,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
SAN JUAN DE LURIGANCHO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
SAN JUAN DE LURIGANCHO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
SAN JUAN DE LURIGANCHO,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
SAN MARTIN DE PORRES,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
SAN MARTIN DE PORRES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
SAN MARTIN DE PORRES,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
SANTA ANITA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
SANTA ANITA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
SANTA ANITA,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
SANTA ROSA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
SANTA ROSA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
SANTA ROSA,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
LURIGANCHO,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,SENCINET LATAM PERÚ S.A.C.
ANCON,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
ATE,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
BARRANCO,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
BREÑA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
CARABAYLLO,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
CARABAYLLO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
CHACLACAYO,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
CHORRILLOS,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
CIENEGUILLA,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
CIENEGUILLA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
COMAS,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
EL AGUSTINO,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
INDEPENDENCIA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
JESUS MARIA,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
LA MOLINA,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
LA VICTORIA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
LIMA,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
LINCE,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
LOS OLIVOS,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
LURIGANCHO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
LURIN,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
LURIN,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
MAGDALENA DEL MAR,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
MIRAFLORES,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
PACHACAMAC,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
PACHACAMAC,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
PUCUSANA,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
PUCUSANA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
PUEBLO LIBRE,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
PUENTE PIEDRA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
PUNTA HERMOSA,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
PUNTA HERMOSA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
RIMAC,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
SAN BARTOLO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
SAN BORJA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
SAN ISIDRO,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
SAN JUAN DE LURIGANCHO,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
SAN JUAN DE MIRAFLORES,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
SAN LUIS,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
SAN MARTIN DE PORRES,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
SAN MIGUEL,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
SANTA ANITA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
SANTA ROSA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
SANTIAGO DE SURCO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
SURQUILLO,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
VILLA EL SALVADOR,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
VILLA MARIA DEL TRIUNFO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
ANCON,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
ATE,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
ATE,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
ATE,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
ATE,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,xDSL,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Cablemódem,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Fibra Óptica,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ATE,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Cablemódem,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Fibra Óptica,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
BARRANCO,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,xDSL,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
BREÑA,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
CARABAYLLO,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
CARABAYLLO,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
CARABAYLLO,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
CARABAYLLO,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
CARABAYLLO,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
